feature,importance,std,family
wavelet-LHH_glcm_MaximumProbability,-0.0015544041450777258,0.0023743915517905993,wavelet-LHH_glcm
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,-0.0015544041450777258,0.0023743915517905993,wavelet-LHH_glszm
wavelet-LHL_glrlm_LongRunEmphasis,-0.0015544041450777258,0.004663212435233177,wavelet-LHL_glrlm
log-sigma-1-0-mm-3D_glcm_Idmn,-0.0015544041450777258,0.0023743915517905993,log-sigma-1-0-mm-3D_glcm
log-sigma-1-0-mm-3D_glcm_MCC,-0.0015544041450777258,0.003317680952037757,log-sigma-1-0-mm-3D_glcm
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,-0.0015544041450777258,0.0023743915517905993,wavelet-LLL_glrlm
log-sigma-1-0-mm-3D_glszm_ZonePercentage,-0.0015544041450777258,0.003317680952037757,log-sigma-1-0-mm-3D_glszm
wavelet-HHH_gldm_LargeDependenceEmphasis,-0.0015544041450777258,0.003317680952037757,wavelet-HHH_gldm
wavelet-LHL_gldm_DependenceEntropy,-0.0020725388601036342,0.0034369168811973177,wavelet-LHL_gldm
wavelet-LHL_glcm_Imc2,-0.0020725388601036342,0.002538331339671696,wavelet-LHL_glcm
wavelet-LHL_gldm_DependenceNonUniformityNormalized,-0.0020725388601036342,0.002538331339671696,wavelet-LHL_gldm
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,-0.0020725388601036342,0.004145077720207269,log-sigma-2-0-mm-3D_glszm
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,-0.0020725388601036342,0.002538331339671696,wavelet-LLL_gldm
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,-0.0020725388601036342,0.004145077720207269,log-sigma-1-0-mm-3D_glszm
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,-0.0020725388601036342,0.002538331339671696,wavelet-HLL_glszm
wavelet-HLL_glcm_MCC,-0.0020725388601036342,0.004748783103581198,wavelet-HLL_glcm
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,-0.002590673575129543,0.002590673575129543,log-sigma-2-0-mm-3D_glszm
log-sigma-3-0-mm-3D_firstorder_Minimum,-0.002590673575129543,0.002590673575129543,log-sigma-3-0-mm-3D_firstorder
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,-0.002590673575129543,0.002590673575129543,wavelet-HHL_glszm
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,-0.002590673575129543,0.002590673575129543,wavelet-LLL_gldm
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,-0.002590673575129543,0.00347575333290124,wavelet-LLL_glrlm
wavelet-LLL_glcm_Imc2,-0.002590673575129543,0.00347575333290124,wavelet-LLL_glcm
wavelet-LLL_glcm_Autocorrelation,-0.002590673575129543,0.00347575333290124,wavelet-LLL_glcm
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,-0.002590673575129543,0.004177335620880092,wavelet-LHH_glszm
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,-0.002590673575129543,0.004177335620880093,log-sigma-3-0-mm-3D_glszm
wavelet-LHL_gldm_LargeDependenceEmphasis,-0.002590673575129543,0.004776966040048145,wavelet-LHL_gldm
log-sigma-2-0-mm-3D_firstorder_Skewness,-0.0031088082901554515,0.004748783103581198,log-sigma-2-0-mm-3D_firstorder
original_glszm_ZoneEntropy,-0.0031088082901554515,0.002538331339671696,original_glszm
wavelet-HHL_glcm_MCC,-0.0031088082901554515,0.004145077720207269,wavelet-HHL_glcm
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,-0.0031088082901554515,0.004145077720207269,wavelet-HLL_glszm
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,-0.0031088082901554515,0.004145077720207269,log-sigma-1-0-mm-3D_gldm
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,-0.00362694300518136,0.0023743915517905993,log-sigma-2-0-mm-3D_glszm
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,-0.00362694300518136,0.0023743915517905993,wavelet-LLL_glszm
log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,-0.00362694300518136,0.0046632124352331775,log-sigma-1-0-mm-3D_glrlm
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,-0.00362694300518136,0.0052071894409952985,log-sigma-3-0-mm-3D_glszm
original_shape_MajorAxisLength,-0.00362694300518136,0.0052071894409952985,original_shape
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,-0.0041450777202072684,0.0038773651676414036,log-sigma-1-0-mm-3D_glrlm
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,-0.0041450777202072684,0.0020725388601036342,log-sigma-1-0-mm-3D_glszm
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,-0.0041450777202072684,0.0020725388601036342,wavelet-LLL_glrlm
wavelet-LHL_firstorder_Kurtosis,-0.0041450777202072684,0.0020725388601036342,wavelet-LHL_firstorder
log-sigma-2-0-mm-3D_firstorder_Range,-0.0046632124352331775,0.0015544041450777258,log-sigma-2-0-mm-3D_firstorder
wavelet-LLL_glszm_GrayLevelVariance,-0.0046632124352331775,0.0015544041450777258,wavelet-LLL_glszm
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,-0.0046632124352331775,0.004888073125417947,log-sigma-2-0-mm-3D_glszm
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,-0.0046632124352331775,0.002790240832712188,log-sigma-1-0-mm-3D_glszm
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,-0.0051813471502590745,0.005675881424924,log-sigma-5-0-mm-3D_glszm
log-sigma-2-0-mm-3D_firstorder_Minimum,-0.005181347150259086,0.0,log-sigma-2-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_firstorder_Skewness,-0.005699481865284984,0.005409485237777486,log-sigma-1-0-mm-3D_firstorder
wavelet-LLL_glszm_ZoneEntropy,-0.006217616580310892,0.005076662679343372,wavelet-LLL_glszm
wavelet-HHL_firstorder_Kurtosis,-0.006217616580310903,0.003877365167641404,wavelet-HHL_firstorder
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,-0.006217616580310903,0.003877365167641404,wavelet-LLH_glrlm
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,-0.006735751295336811,0.003317680952037757,log-sigma-2-0-mm-3D_glrlm
